Project-Number,Name,Lat,Lng,Weather_Date,Weather_Type
21-141,CRESTON WTP PIPE SUPPORTS,41.04870639999999,-94.2560152,2024-01-08 09:00:00,good weather
21-141,CRESTON WTP PIPE SUPPORTS,41.04870639999999,-94.2560152,2024-01-08 12:00:00,good weather
21-141,CRESTON WTP PIPE SUPPORTS,41.04870639999999,-94.2560152,2024-01-08 15:00:00,Snow
21-141,CRESTON WTP PIPE SUPPORTS,41.04870639999999,-94.2560152,2024-01-08 18:00:00,Snow
21-141,CRESTON WTP PIPE SUPPORTS,41.04870639999999,-94.2560152,2024-01-09 06:00:00,Snow
21-141,CRESTON WTP PIPE SUPPORTS,41.04870639999999,-94.2560152,2024-01-09 09:00:00,High Wind
21-141,CRESTON WTP PIPE SUPPORTS,41.04870639999999,-94.2560152,2024-01-09 12:00:00,High Wind
21-141,CRESTON WTP PIPE SUPPORTS,41.04870639999999,-94.2560152,2024-01-09 15:00:00,High Wind
21-141,CRESTON WTP PIPE SUPPORTS,41.04870639999999,-94.2560152,2024-01-09 18:00:00,High Wind
21-143,Water Treatment Plant Rehabilitation,31.8794341,-102.396267,2024-01-05 06:00:00,High Wind
21-143,Water Treatment Plant Rehabilitation,31.8794341,-102.396267,2024-01-05 09:00:00,good weather
21-143,Water Treatment Plant Rehabilitation,31.8794341,-102.396267,2024-01-05 12:00:00,High Wind
21-143,Water Treatment Plant Rehabilitation,31.8794341,-102.396267,2024-01-05 15:00:00,good weather
21-143,Water Treatment Plant Rehabilitation,31.8794341,-102.396267,2024-01-05 18:00:00,good weather
21-143,Water Treatment Plant Rehabilitation,31.8794341,-102.396267,2024-01-06 06:00:00,good weather
21-143,Water Treatment Plant Rehabilitation,31.8794341,-102.396267,2024-01-06 09:00:00,good weather
21-143,Water Treatment Plant Rehabilitation,31.8794341,-102.396267,2024-01-06 12:00:00,High Wind
21-143,Water Treatment Plant Rehabilitation,31.8794341,-102.396267,2024-01-06 15:00:00,High Wind
21-143,Water Treatment Plant Rehabilitation,31.8794341,-102.396267,2024-01-06 18:00:00,good weather
21-143,Water Treatment Plant Rehabilitation,31.8794341,-102.396267,2024-01-07 06:00:00,good weather
21-143,Water Treatment Plant Rehabilitation,31.8794341,-102.396267,2024-01-07 09:00:00,High Wind
21-143,Water Treatment Plant Rehabilitation,31.8794341,-102.396267,2024-01-07 12:00:00,High Wind
21-143,Water Treatment Plant Rehabilitation,31.8794341,-102.396267,2024-01-07 15:00:00,High Wind
21-143,Water Treatment Plant Rehabilitation,31.8794341,-102.396267,2024-01-07 18:00:00,High Wind
21-143,Water Treatment Plant Rehabilitation,31.8794341,-102.396267,2024-01-08 06:00:00,good weather
21-143,Water Treatment Plant Rehabilitation,31.8794341,-102.396267,2024-01-08 09:00:00,High Wind
21-143,Water Treatment Plant Rehabilitation,31.8794341,-102.396267,2024-01-08 12:00:00,Rain
21-143,Water Treatment Plant Rehabilitation,31.8794341,-102.396267,2024-01-08 15:00:00,High Wind
21-143,Water Treatment Plant Rehabilitation,31.8794341,-102.396267,2024-01-08 18:00:00,High Wind
21-143,Water Treatment Plant Rehabilitation,31.8794341,-102.396267,2024-01-09 06:00:00,High Wind
21-143,Water Treatment Plant Rehabilitation,31.8794341,-102.396267,2024-01-09 09:00:00,good weather
21-143,Water Treatment Plant Rehabilitation,31.8794341,-102.396267,2024-01-09 12:00:00,good weather
21-143,Water Treatment Plant Rehabilitation,31.8794341,-102.396267,2024-01-09 15:00:00,good weather
21-143,Water Treatment Plant Rehabilitation,31.8794341,-102.396267,2024-01-09 18:00:00,good weather
21-146,CSU Lory Student Center,40.5748455,-105.0846754,2024-01-05 06:00:00,good weather
21-146,CSU Lory Student Center,40.5748455,-105.0846754,2024-01-05 09:00:00,good weather
21-146,CSU Lory Student Center,40.5748455,-105.0846754,2024-01-05 12:00:00,good weather
21-146,CSU Lory Student Center,40.5748455,-105.0846754,2024-01-05 15:00:00,good weather
21-146,CSU Lory Student Center,40.5748455,-105.0846754,2024-01-05 18:00:00,good weather
21-146,CSU Lory Student Center,40.5748455,-105.0846754,2024-01-06 06:00:00,Snow
21-146,CSU Lory Student Center,40.5748455,-105.0846754,2024-01-06 09:00:00,good weather
21-146,CSU Lory Student Center,40.5748455,-105.0846754,2024-01-06 12:00:00,good weather
21-146,CSU Lory Student Center,40.5748455,-105.0846754,2024-01-06 15:00:00,good weather
21-146,CSU Lory Student Center,40.5748455,-105.0846754,2024-01-06 18:00:00,good weather
21-146,CSU Lory Student Center,40.5748455,-105.0846754,2024-01-07 06:00:00,good weather
21-146,CSU Lory Student Center,40.5748455,-105.0846754,2024-01-07 09:00:00,good weather
21-146,CSU Lory Student Center,40.5748455,-105.0846754,2024-01-07 12:00:00,good weather
21-146,CSU Lory Student Center,40.5748455,-105.0846754,2024-01-07 15:00:00,good weather
21-146,CSU Lory Student Center,40.5748455,-105.0846754,2024-01-07 18:00:00,good weather
21-146,CSU Lory Student Center,40.5748455,-105.0846754,2024-01-08 06:00:00,Snow
21-146,CSU Lory Student Center,40.5748455,-105.0846754,2024-01-08 09:00:00,good weather
21-146,CSU Lory Student Center,40.5748455,-105.0846754,2024-01-08 12:00:00,good weather
21-146,CSU Lory Student Center,40.5748455,-105.0846754,2024-01-08 15:00:00,good weather
21-146,CSU Lory Student Center,40.5748455,-105.0846754,2024-01-08 18:00:00,good weather
21-146,CSU Lory Student Center,40.5748455,-105.0846754,2024-01-09 06:00:00,Extreme Low Temperature
21-146,CSU Lory Student Center,40.5748455,-105.0846754,2024-01-09 09:00:00,Extreme Low Temperature
21-146,CSU Lory Student Center,40.5748455,-105.0846754,2024-01-09 12:00:00,good weather
21-146,CSU Lory Student Center,40.5748455,-105.0846754,2024-01-09 15:00:00,good weather
21-146,CSU Lory Student Center,40.5748455,-105.0846754,2024-01-09 18:00:00,good weather
22-001,Mars Project Y,38.932421,-95.692968,2024-01-05 06:00:00,good weather
22-001,Mars Project Y,38.932421,-95.692968,2024-01-05 09:00:00,Snow
22-001,Mars Project Y,38.932421,-95.692968,2024-01-05 12:00:00,Snow
22-001,Mars Project Y,38.932421,-95.692968,2024-01-05 15:00:00,Snow
22-001,Mars Project Y,38.932421,-95.692968,2024-01-05 18:00:00,Snow
22-001,Mars Project Y,38.932421,-95.692968,2024-01-06 06:00:00,good weather
22-001,Mars Project Y,38.932421,-95.692968,2024-01-06 09:00:00,good weather
22-001,Mars Project Y,38.932421,-95.692968,2024-01-06 12:00:00,good weather
22-001,Mars Project Y,38.932421,-95.692968,2024-01-06 15:00:00,good weather
22-001,Mars Project Y,38.932421,-95.692968,2024-01-06 18:00:00,good weather
22-001,Mars Project Y,38.932421,-95.692968,2024-01-07 06:00:00,good weather
22-001,Mars Project Y,38.932421,-95.692968,2024-01-07 09:00:00,good weather
22-001,Mars Project Y,38.932421,-95.692968,2024-01-07 12:00:00,good weather
22-001,Mars Project Y,38.932421,-95.692968,2024-01-07 15:00:00,good weather
22-001,Mars Project Y,38.932421,-95.692968,2024-01-07 18:00:00,good weather
22-001,Mars Project Y,38.932421,-95.692968,2024-01-08 06:00:00,good weather
22-001,Mars Project Y,38.932421,-95.692968,2024-01-08 09:00:00,High Wind
22-001,Mars Project Y,38.932421,-95.692968,2024-01-08 12:00:00,Rain
22-001,Mars Project Y,38.932421,-95.692968,2024-01-08 15:00:00,Snow
22-001,Mars Project Y,38.932421,-95.692968,2024-01-08 18:00:00,Snow
22-001,Mars Project Y,38.932421,-95.692968,2024-01-09 06:00:00,Snow
22-001,Mars Project Y,38.932421,-95.692968,2024-01-09 09:00:00,High Wind
22-001,Mars Project Y,38.932421,-95.692968,2024-01-09 12:00:00,High Wind
22-001,Mars Project Y,38.932421,-95.692968,2024-01-09 15:00:00,High Wind
22-001,Mars Project Y,38.932421,-95.692968,2024-01-09 18:00:00,High Wind
22-004,McKinney Ranch Pump Station,33.1594978,-96.6548962,2024-01-05 06:00:00,good weather
22-004,McKinney Ranch Pump Station,33.1594978,-96.6548962,2024-01-05 09:00:00,good weather
22-004,McKinney Ranch Pump Station,33.1594978,-96.6548962,2024-01-05 12:00:00,good weather
22-004,McKinney Ranch Pump Station,33.1594978,-96.6548962,2024-01-05 15:00:00,good weather
22-004,McKinney Ranch Pump Station,33.1594978,-96.6548962,2024-01-05 18:00:00,good weather
22-004,McKinney Ranch Pump Station,33.1594978,-96.6548962,2024-01-06 06:00:00,good weather
22-004,McKinney Ranch Pump Station,33.1594978,-96.6548962,2024-01-06 09:00:00,good weather
22-004,McKinney Ranch Pump Station,33.1594978,-96.6548962,2024-01-06 12:00:00,good weather
22-004,McKinney Ranch Pump Station,33.1594978,-96.6548962,2024-01-06 15:00:00,good weather
22-004,McKinney Ranch Pump Station,33.1594978,-96.6548962,2024-01-06 18:00:00,good weather
22-004,McKinney Ranch Pump Station,33.1594978,-96.6548962,2024-01-07 06:00:00,good weather
22-004,McKinney Ranch Pump Station,33.1594978,-96.6548962,2024-01-07 09:00:00,good weather
22-004,McKinney Ranch Pump Station,33.1594978,-96.6548962,2024-01-07 12:00:00,good weather
22-004,McKinney Ranch Pump Station,33.1594978,-96.6548962,2024-01-07 15:00:00,good weather
22-004,McKinney Ranch Pump Station,33.1594978,-96.6548962,2024-01-07 18:00:00,good weather
22-004,McKinney Ranch Pump Station,33.1594978,-96.6548962,2024-01-08 06:00:00,Rain
22-004,McKinney Ranch Pump Station,33.1594978,-96.6548962,2024-01-08 09:00:00,Rain
22-004,McKinney Ranch Pump Station,33.1594978,-96.6548962,2024-01-08 12:00:00,Rain
22-004,McKinney Ranch Pump Station,33.1594978,-96.6548962,2024-01-08 15:00:00,Rain
22-004,McKinney Ranch Pump Station,33.1594978,-96.6548962,2024-01-08 18:00:00,Rain
22-004,McKinney Ranch Pump Station,33.1594978,-96.6548962,2024-01-09 06:00:00,High Wind
22-004,McKinney Ranch Pump Station,33.1594978,-96.6548962,2024-01-09 09:00:00,Snow
22-004,McKinney Ranch Pump Station,33.1594978,-96.6548962,2024-01-09 12:00:00,High Wind
22-004,McKinney Ranch Pump Station,33.1594978,-96.6548962,2024-01-09 15:00:00,High Wind
22-004,McKinney Ranch Pump Station,33.1594978,-96.6548962,2024-01-09 18:00:00,High Wind
22-005,Kaw Lake Water Supply Project,36.4046147,-97.94638920000001,2024-01-05 06:00:00,Rain
22-005,Kaw Lake Water Supply Project,36.4046147,-97.94638920000001,2024-01-05 09:00:00,Rain
22-005,Kaw Lake Water Supply Project,36.4046147,-97.94638920000001,2024-01-05 12:00:00,Rain
22-005,Kaw Lake Water Supply Project,36.4046147,-97.94638920000001,2024-01-05 15:00:00,good weather
22-005,Kaw Lake Water Supply Project,36.4046147,-97.94638920000001,2024-01-05 18:00:00,Rain
22-005,Kaw Lake Water Supply Project,36.4046147,-97.94638920000001,2024-01-06 06:00:00,good weather
22-005,Kaw Lake Water Supply Project,36.4046147,-97.94638920000001,2024-01-06 09:00:00,good weather
22-005,Kaw Lake Water Supply Project,36.4046147,-97.94638920000001,2024-01-06 12:00:00,good weather
22-005,Kaw Lake Water Supply Project,36.4046147,-97.94638920000001,2024-01-06 15:00:00,good weather
22-005,Kaw Lake Water Supply Project,36.4046147,-97.94638920000001,2024-01-06 18:00:00,good weather
22-005,Kaw Lake Water Supply Project,36.4046147,-97.94638920000001,2024-01-07 06:00:00,good weather
22-005,Kaw Lake Water Supply Project,36.4046147,-97.94638920000001,2024-01-07 09:00:00,good weather
22-005,Kaw Lake Water Supply Project,36.4046147,-97.94638920000001,2024-01-07 12:00:00,good weather
22-005,Kaw Lake Water Supply Project,36.4046147,-97.94638920000001,2024-01-07 15:00:00,good weather
22-005,Kaw Lake Water Supply Project,36.4046147,-97.94638920000001,2024-01-07 18:00:00,good weather
22-005,Kaw Lake Water Supply Project,36.4046147,-97.94638920000001,2024-01-08 06:00:00,Rain
22-005,Kaw Lake Water Supply Project,36.4046147,-97.94638920000001,2024-01-08 09:00:00,Rain
22-005,Kaw Lake Water Supply Project,36.4046147,-97.94638920000001,2024-01-08 12:00:00,Rain
22-005,Kaw Lake Water Supply Project,36.4046147,-97.94638920000001,2024-01-08 15:00:00,Rain
22-005,Kaw Lake Water Supply Project,36.4046147,-97.94638920000001,2024-01-08 18:00:00,Rain
22-005,Kaw Lake Water Supply Project,36.4046147,-97.94638920000001,2024-01-09 06:00:00,Snow
22-005,Kaw Lake Water Supply Project,36.4046147,-97.94638920000001,2024-01-09 09:00:00,High Wind
22-005,Kaw Lake Water Supply Project,36.4046147,-97.94638920000001,2024-01-09 12:00:00,High Wind
22-005,Kaw Lake Water Supply Project,36.4046147,-97.94638920000001,2024-01-09 15:00:00,High Wind
22-005,Kaw Lake Water Supply Project,36.4046147,-97.94638920000001,2024-01-09 18:00:00,good weather
22-007,Eagle Mountain & Westside WTP Enclosures,32.7437057,-97.53073200000001,2024-01-05 06:00:00,good weather
22-007,Eagle Mountain & Westside WTP Enclosures,32.7437057,-97.53073200000001,2024-01-05 09:00:00,good weather
22-007,Eagle Mountain & Westside WTP Enclosures,32.7437057,-97.53073200000001,2024-01-05 12:00:00,good weather
22-007,Eagle Mountain & Westside WTP Enclosures,32.7437057,-97.53073200000001,2024-01-05 15:00:00,good weather
22-007,Eagle Mountain & Westside WTP Enclosures,32.7437057,-97.53073200000001,2024-01-05 18:00:00,good weather
22-007,Eagle Mountain & Westside WTP Enclosures,32.7437057,-97.53073200000001,2024-01-06 06:00:00,good weather
22-007,Eagle Mountain & Westside WTP Enclosures,32.7437057,-97.53073200000001,2024-01-06 09:00:00,good weather
22-007,Eagle Mountain & Westside WTP Enclosures,32.7437057,-97.53073200000001,2024-01-06 12:00:00,good weather
22-007,Eagle Mountain & Westside WTP Enclosures,32.7437057,-97.53073200000001,2024-01-06 15:00:00,good weather
22-007,Eagle Mountain & Westside WTP Enclosures,32.7437057,-97.53073200000001,2024-01-06 18:00:00,good weather
22-007,Eagle Mountain & Westside WTP Enclosures,32.7437057,-97.53073200000001,2024-01-07 06:00:00,good weather
22-007,Eagle Mountain & Westside WTP Enclosures,32.7437057,-97.53073200000001,2024-01-07 09:00:00,good weather
22-007,Eagle Mountain & Westside WTP Enclosures,32.7437057,-97.53073200000001,2024-01-07 12:00:00,good weather
22-007,Eagle Mountain & Westside WTP Enclosures,32.7437057,-97.53073200000001,2024-01-07 15:00:00,High Wind
22-007,Eagle Mountain & Westside WTP Enclosures,32.7437057,-97.53073200000001,2024-01-07 18:00:00,good weather
22-007,Eagle Mountain & Westside WTP Enclosures,32.7437057,-97.53073200000001,2024-01-08 06:00:00,Rain
22-007,Eagle Mountain & Westside WTP Enclosures,32.7437057,-97.53073200000001,2024-01-08 09:00:00,Rain
22-007,Eagle Mountain & Westside WTP Enclosures,32.7437057,-97.53073200000001,2024-01-08 12:00:00,Rain
22-007,Eagle Mountain & Westside WTP Enclosures,32.7437057,-97.53073200000001,2024-01-08 15:00:00,Rain
22-007,Eagle Mountain & Westside WTP Enclosures,32.7437057,-97.53073200000001,2024-01-08 18:00:00,Rain
22-007,Eagle Mountain & Westside WTP Enclosures,32.7437057,-97.53073200000001,2024-01-09 06:00:00,High Wind
22-007,Eagle Mountain & Westside WTP Enclosures,32.7437057,-97.53073200000001,2024-01-09 09:00:00,Snow
22-007,Eagle Mountain & Westside WTP Enclosures,32.7437057,-97.53073200000001,2024-01-09 12:00:00,High Wind
22-007,Eagle Mountain & Westside WTP Enclosures,32.7437057,-97.53073200000001,2024-01-09 15:00:00,High Wind
22-007,Eagle Mountain & Westside WTP Enclosures,32.7437057,-97.53073200000001,2024-01-09 18:00:00,good weather
22-008,(922-046) Kaw Lake Raw Water Intake,36.403668,-97.957814,2024-01-05 06:00:00,Rain
22-008,(922-046) Kaw Lake Raw Water Intake,36.403668,-97.957814,2024-01-05 09:00:00,Rain
22-008,(922-046) Kaw Lake Raw Water Intake,36.403668,-97.957814,2024-01-05 12:00:00,Rain
22-008,(922-046) Kaw Lake Raw Water Intake,36.403668,-97.957814,2024-01-05 15:00:00,good weather
22-008,(922-046) Kaw Lake Raw Water Intake,36.403668,-97.957814,2024-01-05 18:00:00,Rain
22-008,(922-046) Kaw Lake Raw Water Intake,36.403668,-97.957814,2024-01-06 06:00:00,good weather
22-008,(922-046) Kaw Lake Raw Water Intake,36.403668,-97.957814,2024-01-06 09:00:00,good weather
22-008,(922-046) Kaw Lake Raw Water Intake,36.403668,-97.957814,2024-01-06 12:00:00,good weather
22-008,(922-046) Kaw Lake Raw Water Intake,36.403668,-97.957814,2024-01-06 15:00:00,good weather
22-008,(922-046) Kaw Lake Raw Water Intake,36.403668,-97.957814,2024-01-06 18:00:00,good weather
22-008,(922-046) Kaw Lake Raw Water Intake,36.403668,-97.957814,2024-01-07 06:00:00,good weather
22-008,(922-046) Kaw Lake Raw Water Intake,36.403668,-97.957814,2024-01-07 09:00:00,good weather
22-008,(922-046) Kaw Lake Raw Water Intake,36.403668,-97.957814,2024-01-07 12:00:00,good weather
22-008,(922-046) Kaw Lake Raw Water Intake,36.403668,-97.957814,2024-01-07 15:00:00,good weather
22-008,(922-046) Kaw Lake Raw Water Intake,36.403668,-97.957814,2024-01-07 18:00:00,good weather
22-008,(922-046) Kaw Lake Raw Water Intake,36.403668,-97.957814,2024-01-08 06:00:00,Rain
22-008,(922-046) Kaw Lake Raw Water Intake,36.403668,-97.957814,2024-01-08 09:00:00,Rain
22-008,(922-046) Kaw Lake Raw Water Intake,36.403668,-97.957814,2024-01-08 12:00:00,Rain
22-008,(922-046) Kaw Lake Raw Water Intake,36.403668,-97.957814,2024-01-08 15:00:00,Rain
22-008,(922-046) Kaw Lake Raw Water Intake,36.403668,-97.957814,2024-01-08 18:00:00,Rain
22-008,(922-046) Kaw Lake Raw Water Intake,36.403668,-97.957814,2024-01-09 06:00:00,Snow
22-008,(922-046) Kaw Lake Raw Water Intake,36.403668,-97.957814,2024-01-09 09:00:00,High Wind
22-008,(922-046) Kaw Lake Raw Water Intake,36.403668,-97.957814,2024-01-09 12:00:00,High Wind
22-008,(922-046) Kaw Lake Raw Water Intake,36.403668,-97.957814,2024-01-09 15:00:00,High Wind
22-008,(922-046) Kaw Lake Raw Water Intake,36.403668,-97.957814,2024-01-09 18:00:00,good weather
22-010,Ceti Alpha - Windsor Colorado Cold Storage Facility,40.4591737,-104.8561675,2024-01-05 06:00:00,good weather
22-010,Ceti Alpha - Windsor Colorado Cold Storage Facility,40.4591737,-104.8561675,2024-01-05 09:00:00,good weather
22-010,Ceti Alpha - Windsor Colorado Cold Storage Facility,40.4591737,-104.8561675,2024-01-05 12:00:00,good weather
22-010,Ceti Alpha - Windsor Colorado Cold Storage Facility,40.4591737,-104.8561675,2024-01-05 15:00:00,good weather
22-010,Ceti Alpha - Windsor Colorado Cold Storage Facility,40.4591737,-104.8561675,2024-01-05 18:00:00,good weather
22-010,Ceti Alpha - Windsor Colorado Cold Storage Facility,40.4591737,-104.8561675,2024-01-06 06:00:00,Snow
22-010,Ceti Alpha - Windsor Colorado Cold Storage Facility,40.4591737,-104.8561675,2024-01-06 09:00:00,Snow
22-010,Ceti Alpha - Windsor Colorado Cold Storage Facility,40.4591737,-104.8561675,2024-01-06 12:00:00,Rain
22-010,Ceti Alpha - Windsor Colorado Cold Storage Facility,40.4591737,-104.8561675,2024-01-06 15:00:00,good weather
22-010,Ceti Alpha - Windsor Colorado Cold Storage Facility,40.4591737,-104.8561675,2024-01-06 18:00:00,good weather
22-010,Ceti Alpha - Windsor Colorado Cold Storage Facility,40.4591737,-104.8561675,2024-01-07 06:00:00,good weather
22-010,Ceti Alpha - Windsor Colorado Cold Storage Facility,40.4591737,-104.8561675,2024-01-07 09:00:00,good weather
22-010,Ceti Alpha - Windsor Colorado Cold Storage Facility,40.4591737,-104.8561675,2024-01-07 12:00:00,good weather
22-010,Ceti Alpha - Windsor Colorado Cold Storage Facility,40.4591737,-104.8561675,2024-01-07 15:00:00,good weather
22-010,Ceti Alpha - Windsor Colorado Cold Storage Facility,40.4591737,-104.8561675,2024-01-07 18:00:00,good weather
22-010,Ceti Alpha - Windsor Colorado Cold Storage Facility,40.4591737,-104.8561675,2024-01-08 06:00:00,Snow
22-010,Ceti Alpha - Windsor Colorado Cold Storage Facility,40.4591737,-104.8561675,2024-01-08 09:00:00,High Wind
22-010,Ceti Alpha - Windsor Colorado Cold Storage Facility,40.4591737,-104.8561675,2024-01-08 12:00:00,High Wind
22-010,Ceti Alpha - Windsor Colorado Cold Storage Facility,40.4591737,-104.8561675,2024-01-08 15:00:00,good weather
22-010,Ceti Alpha - Windsor Colorado Cold Storage Facility,40.4591737,-104.8561675,2024-01-08 18:00:00,good weather
22-010,Ceti Alpha - Windsor Colorado Cold Storage Facility,40.4591737,-104.8561675,2024-01-09 06:00:00,Extreme Low Temperature
22-010,Ceti Alpha - Windsor Colorado Cold Storage Facility,40.4591737,-104.8561675,2024-01-09 09:00:00,Extreme Low Temperature
22-010,Ceti Alpha - Windsor Colorado Cold Storage Facility,40.4591737,-104.8561675,2024-01-09 12:00:00,good weather
22-010,Ceti Alpha - Windsor Colorado Cold Storage Facility,40.4591737,-104.8561675,2024-01-09 15:00:00,good weather
22-010,Ceti Alpha - Windsor Colorado Cold Storage Facility,40.4591737,-104.8561675,2024-01-09 18:00:00,good weather
22-013,Ark City WWTP Stairs,37.0430943,-97.02437359999999,2024-01-05 06:00:00,Snow
22-013,Ark City WWTP Stairs,37.0430943,-97.02437359999999,2024-01-05 09:00:00,Snow
22-013,Ark City WWTP Stairs,37.0430943,-97.02437359999999,2024-01-05 12:00:00,Rain
22-013,Ark City WWTP Stairs,37.0430943,-97.02437359999999,2024-01-05 15:00:00,Rain
22-013,Ark City WWTP Stairs,37.0430943,-97.02437359999999,2024-01-05 18:00:00,Rain
22-013,Ark City WWTP Stairs,37.0430943,-97.02437359999999,2024-01-06 06:00:00,good weather
22-013,Ark City WWTP Stairs,37.0430943,-97.02437359999999,2024-01-06 09:00:00,good weather
22-013,Ark City WWTP Stairs,37.0430943,-97.02437359999999,2024-01-06 12:00:00,good weather
22-013,Ark City WWTP Stairs,37.0430943,-97.02437359999999,2024-01-06 15:00:00,good weather
22-013,Ark City WWTP Stairs,37.0430943,-97.02437359999999,2024-01-06 18:00:00,good weather
22-013,Ark City WWTP Stairs,37.0430943,-97.02437359999999,2024-01-07 06:00:00,good weather
22-013,Ark City WWTP Stairs,37.0430943,-97.02437359999999,2024-01-07 09:00:00,good weather
22-013,Ark City WWTP Stairs,37.0430943,-97.02437359999999,2024-01-07 12:00:00,good weather
22-013,Ark City WWTP Stairs,37.0430943,-97.02437359999999,2024-01-07 15:00:00,good weather
22-013,Ark City WWTP Stairs,37.0430943,-97.02437359999999,2024-01-07 18:00:00,good weather
22-013,Ark City WWTP Stairs,37.0430943,-97.02437359999999,2024-01-08 06:00:00,High Wind
22-013,Ark City WWTP Stairs,37.0430943,-97.02437359999999,2024-01-08 09:00:00,Rain
22-013,Ark City WWTP Stairs,37.0430943,-97.02437359999999,2024-01-08 12:00:00,Rain
22-013,Ark City WWTP Stairs,37.0430943,-97.02437359999999,2024-01-08 15:00:00,Rain
22-013,Ark City WWTP Stairs,37.0430943,-97.02437359999999,2024-01-08 18:00:00,Rain
22-013,Ark City WWTP Stairs,37.0430943,-97.02437359999999,2024-01-09 06:00:00,High Wind
22-013,Ark City WWTP Stairs,37.0430943,-97.02437359999999,2024-01-09 09:00:00,High Wind
22-013,Ark City WWTP Stairs,37.0430943,-97.02437359999999,2024-01-09 12:00:00,High Wind
22-013,Ark City WWTP Stairs,37.0430943,-97.02437359999999,2024-01-09 15:00:00,High Wind
22-013,Ark City WWTP Stairs,37.0430943,-97.02437359999999,2024-01-09 18:00:00,High Wind
22-014,REIMAGINING MONTBELLO,39.7872005,-104.8272828,2024-01-05 06:00:00,good weather
22-014,REIMAGINING MONTBELLO,39.7872005,-104.8272828,2024-01-05 09:00:00,good weather
22-014,REIMAGINING MONTBELLO,39.7872005,-104.8272828,2024-01-05 12:00:00,good weather
22-014,REIMAGINING MONTBELLO,39.7872005,-104.8272828,2024-01-05 15:00:00,good weather
22-014,REIMAGINING MONTBELLO,39.7872005,-104.8272828,2024-01-05 18:00:00,good weather
22-014,REIMAGINING MONTBELLO,39.7872005,-104.8272828,2024-01-06 06:00:00,Snow
22-014,REIMAGINING MONTBELLO,39.7872005,-104.8272828,2024-01-06 09:00:00,Snow
22-014,REIMAGINING MONTBELLO,39.7872005,-104.8272828,2024-01-06 12:00:00,good weather
22-014,REIMAGINING MONTBELLO,39.7872005,-104.8272828,2024-01-06 15:00:00,High Wind
22-014,REIMAGINING MONTBELLO,39.7872005,-104.8272828,2024-01-06 18:00:00,good weather
22-014,REIMAGINING MONTBELLO,39.7872005,-104.8272828,2024-01-07 06:00:00,good weather
22-014,REIMAGINING MONTBELLO,39.7872005,-104.8272828,2024-01-07 09:00:00,good weather
22-014,REIMAGINING MONTBELLO,39.7872005,-104.8272828,2024-01-07 12:00:00,good weather
22-014,REIMAGINING MONTBELLO,39.7872005,-104.8272828,2024-01-07 15:00:00,good weather
22-014,REIMAGINING MONTBELLO,39.7872005,-104.8272828,2024-01-07 18:00:00,good weather
22-014,REIMAGINING MONTBELLO,39.7872005,-104.8272828,2024-01-08 06:00:00,Snow
22-014,REIMAGINING MONTBELLO,39.7872005,-104.8272828,2024-01-08 09:00:00,Snow
22-014,REIMAGINING MONTBELLO,39.7872005,-104.8272828,2024-01-08 12:00:00,Snow
22-014,REIMAGINING MONTBELLO,39.7872005,-104.8272828,2024-01-08 15:00:00,good weather
22-014,REIMAGINING MONTBELLO,39.7872005,-104.8272828,2024-01-08 18:00:00,good weather
22-014,REIMAGINING MONTBELLO,39.7872005,-104.8272828,2024-01-09 06:00:00,Extreme Low Temperature
22-014,REIMAGINING MONTBELLO,39.7872005,-104.8272828,2024-01-09 09:00:00,Extreme Low Temperature
22-014,REIMAGINING MONTBELLO,39.7872005,-104.8272828,2024-01-09 12:00:00,good weather
22-014,REIMAGINING MONTBELLO,39.7872005,-104.8272828,2024-01-09 15:00:00,good weather
22-014,REIMAGINING MONTBELLO,39.7872005,-104.8272828,2024-01-09 18:00:00,good weather
22-022,(922-107) Wellington WWTF,40.6751664,-105.0002094,2024-01-05 06:00:00,good weather
22-022,(922-107) Wellington WWTF,40.6751664,-105.0002094,2024-01-05 09:00:00,good weather
22-022,(922-107) Wellington WWTF,40.6751664,-105.0002094,2024-01-05 12:00:00,good weather
22-022,(922-107) Wellington WWTF,40.6751664,-105.0002094,2024-01-05 15:00:00,good weather
22-022,(922-107) Wellington WWTF,40.6751664,-105.0002094,2024-01-05 18:00:00,good weather
22-022,(922-107) Wellington WWTF,40.6751664,-105.0002094,2024-01-06 06:00:00,Snow
22-022,(922-107) Wellington WWTF,40.6751664,-105.0002094,2024-01-06 09:00:00,good weather
22-022,(922-107) Wellington WWTF,40.6751664,-105.0002094,2024-01-06 12:00:00,High Wind
22-022,(922-107) Wellington WWTF,40.6751664,-105.0002094,2024-01-06 15:00:00,High Wind
22-022,(922-107) Wellington WWTF,40.6751664,-105.0002094,2024-01-06 18:00:00,good weather
22-022,(922-107) Wellington WWTF,40.6751664,-105.0002094,2024-01-07 06:00:00,good weather
22-022,(922-107) Wellington WWTF,40.6751664,-105.0002094,2024-01-07 09:00:00,good weather
22-022,(922-107) Wellington WWTF,40.6751664,-105.0002094,2024-01-07 12:00:00,good weather
22-022,(922-107) Wellington WWTF,40.6751664,-105.0002094,2024-01-07 15:00:00,good weather
22-022,(922-107) Wellington WWTF,40.6751664,-105.0002094,2024-01-07 18:00:00,good weather
22-022,(922-107) Wellington WWTF,40.6751664,-105.0002094,2024-01-08 06:00:00,Snow
