Project-Number,Name,Lat,Lng,Weather_Date,Weather_Type
23-134,KANSAS RIVER WWTP IMPROVEMENTS,38.9689552,-95.22158789999999,2024-01-08 06:00:00,good weather
23-134,KANSAS RIVER WWTP IMPROVEMENTS,38.9689552,-95.22158789999999,2024-01-08 09:00:00,High Wind
23-134,KANSAS RIVER WWTP IMPROVEMENTS,38.9689552,-95.22158789999999,2024-01-08 12:00:00,Rain
23-134,KANSAS RIVER WWTP IMPROVEMENTS,38.9689552,-95.22158789999999,2024-01-08 15:00:00,Snow
23-134,KANSAS RIVER WWTP IMPROVEMENTS,38.9689552,-95.22158789999999,2024-01-08 18:00:00,Snow
23-134,KANSAS RIVER WWTP IMPROVEMENTS,38.9689552,-95.22158789999999,2024-01-09 06:00:00,Snow
23-134,KANSAS RIVER WWTP IMPROVEMENTS,38.9689552,-95.22158789999999,2024-01-09 09:00:00,High Wind
23-134,KANSAS RIVER WWTP IMPROVEMENTS,38.9689552,-95.22158789999999,2024-01-09 12:00:00,High Wind
23-134,KANSAS RIVER WWTP IMPROVEMENTS,38.9689552,-95.22158789999999,2024-01-09 15:00:00,High Wind
23-134,KANSAS RIVER WWTP IMPROVEMENTS,38.9689552,-95.22158789999999,2024-01-09 18:00:00,High Wind
23-135,HME ERECTION 23-134 KANSAS RIVER WWTP IMPROVEMENTS,38.9689552,-95.22158789999999,2024-01-05 06:00:00,good weather
23-135,HME ERECTION 23-134 KANSAS RIVER WWTP IMPROVEMENTS,38.9689552,-95.22158789999999,2024-01-05 09:00:00,Snow
23-135,HME ERECTION 23-134 KANSAS RIVER WWTP IMPROVEMENTS,38.9689552,-95.22158789999999,2024-01-05 12:00:00,Snow
23-135,HME ERECTION 23-134 KANSAS RIVER WWTP IMPROVEMENTS,38.9689552,-95.22158789999999,2024-01-05 15:00:00,Snow
23-135,HME ERECTION 23-134 KANSAS RIVER WWTP IMPROVEMENTS,38.9689552,-95.22158789999999,2024-01-05 18:00:00,Snow
23-135,HME ERECTION 23-134 KANSAS RIVER WWTP IMPROVEMENTS,38.9689552,-95.22158789999999,2024-01-06 06:00:00,good weather
23-135,HME ERECTION 23-134 KANSAS RIVER WWTP IMPROVEMENTS,38.9689552,-95.22158789999999,2024-01-06 09:00:00,good weather
23-135,HME ERECTION 23-134 KANSAS RIVER WWTP IMPROVEMENTS,38.9689552,-95.22158789999999,2024-01-06 12:00:00,good weather
23-135,HME ERECTION 23-134 KANSAS RIVER WWTP IMPROVEMENTS,38.9689552,-95.22158789999999,2024-01-06 15:00:00,good weather
23-135,HME ERECTION 23-134 KANSAS RIVER WWTP IMPROVEMENTS,38.9689552,-95.22158789999999,2024-01-06 18:00:00,good weather
23-135,HME ERECTION 23-134 KANSAS RIVER WWTP IMPROVEMENTS,38.9689552,-95.22158789999999,2024-01-07 06:00:00,good weather
23-135,HME ERECTION 23-134 KANSAS RIVER WWTP IMPROVEMENTS,38.9689552,-95.22158789999999,2024-01-07 09:00:00,good weather
23-135,HME ERECTION 23-134 KANSAS RIVER WWTP IMPROVEMENTS,38.9689552,-95.22158789999999,2024-01-07 12:00:00,good weather
23-135,HME ERECTION 23-134 KANSAS RIVER WWTP IMPROVEMENTS,38.9689552,-95.22158789999999,2024-01-07 15:00:00,good weather
23-135,HME ERECTION 23-134 KANSAS RIVER WWTP IMPROVEMENTS,38.9689552,-95.22158789999999,2024-01-07 18:00:00,good weather
23-135,HME ERECTION 23-134 KANSAS RIVER WWTP IMPROVEMENTS,38.9689552,-95.22158789999999,2024-01-08 06:00:00,good weather
23-135,HME ERECTION 23-134 KANSAS RIVER WWTP IMPROVEMENTS,38.9689552,-95.22158789999999,2024-01-08 09:00:00,High Wind
23-135,HME ERECTION 23-134 KANSAS RIVER WWTP IMPROVEMENTS,38.9689552,-95.22158789999999,2024-01-08 12:00:00,Rain
23-135,HME ERECTION 23-134 KANSAS RIVER WWTP IMPROVEMENTS,38.9689552,-95.22158789999999,2024-01-08 15:00:00,Snow
23-135,HME ERECTION 23-134 KANSAS RIVER WWTP IMPROVEMENTS,38.9689552,-95.22158789999999,2024-01-08 18:00:00,Snow
23-135,HME ERECTION 23-134 KANSAS RIVER WWTP IMPROVEMENTS,38.9689552,-95.22158789999999,2024-01-09 06:00:00,Snow
23-135,HME ERECTION 23-134 KANSAS RIVER WWTP IMPROVEMENTS,38.9689552,-95.22158789999999,2024-01-09 09:00:00,High Wind
23-135,HME ERECTION 23-134 KANSAS RIVER WWTP IMPROVEMENTS,38.9689552,-95.22158789999999,2024-01-09 12:00:00,High Wind
23-135,HME ERECTION 23-134 KANSAS RIVER WWTP IMPROVEMENTS,38.9689552,-95.22158789999999,2024-01-09 15:00:00,High Wind
23-135,HME ERECTION 23-134 KANSAS RIVER WWTP IMPROVEMENTS,38.9689552,-95.22158789999999,2024-01-09 18:00:00,High Wind
23-136,Meta MOFE MCA1 0400-0117208,38.9716689,-95.2352501,2024-01-05 06:00:00,good weather
23-136,Meta MOFE MCA1 0400-0117208,38.9716689,-95.2352501,2024-01-05 09:00:00,Snow
23-136,Meta MOFE MCA1 0400-0117208,38.9716689,-95.2352501,2024-01-05 12:00:00,Snow
23-136,Meta MOFE MCA1 0400-0117208,38.9716689,-95.2352501,2024-01-05 15:00:00,Snow
23-136,Meta MOFE MCA1 0400-0117208,38.9716689,-95.2352501,2024-01-05 18:00:00,Snow
23-136,Meta MOFE MCA1 0400-0117208,38.9716689,-95.2352501,2024-01-06 06:00:00,good weather
23-136,Meta MOFE MCA1 0400-0117208,38.9716689,-95.2352501,2024-01-06 09:00:00,good weather
23-136,Meta MOFE MCA1 0400-0117208,38.9716689,-95.2352501,2024-01-06 12:00:00,good weather
23-136,Meta MOFE MCA1 0400-0117208,38.9716689,-95.2352501,2024-01-06 15:00:00,good weather
23-136,Meta MOFE MCA1 0400-0117208,38.9716689,-95.2352501,2024-01-06 18:00:00,good weather
23-136,Meta MOFE MCA1 0400-0117208,38.9716689,-95.2352501,2024-01-07 06:00:00,good weather
23-136,Meta MOFE MCA1 0400-0117208,38.9716689,-95.2352501,2024-01-07 09:00:00,good weather
23-136,Meta MOFE MCA1 0400-0117208,38.9716689,-95.2352501,2024-01-07 12:00:00,good weather
23-136,Meta MOFE MCA1 0400-0117208,38.9716689,-95.2352501,2024-01-07 15:00:00,good weather
23-136,Meta MOFE MCA1 0400-0117208,38.9716689,-95.2352501,2024-01-07 18:00:00,good weather
23-136,Meta MOFE MCA1 0400-0117208,38.9716689,-95.2352501,2024-01-08 06:00:00,good weather
23-136,Meta MOFE MCA1 0400-0117208,38.9716689,-95.2352501,2024-01-08 09:00:00,High Wind
23-136,Meta MOFE MCA1 0400-0117208,38.9716689,-95.2352501,2024-01-08 12:00:00,Rain
23-136,Meta MOFE MCA1 0400-0117208,38.9716689,-95.2352501,2024-01-08 15:00:00,Snow
23-136,Meta MOFE MCA1 0400-0117208,38.9716689,-95.2352501,2024-01-08 18:00:00,Snow
23-136,Meta MOFE MCA1 0400-0117208,38.9716689,-95.2352501,2024-01-09 06:00:00,Snow
23-136,Meta MOFE MCA1 0400-0117208,38.9716689,-95.2352501,2024-01-09 09:00:00,High Wind
23-136,Meta MOFE MCA1 0400-0117208,38.9716689,-95.2352501,2024-01-09 12:00:00,High Wind
23-136,Meta MOFE MCA1 0400-0117208,38.9716689,-95.2352501,2024-01-09 15:00:00,High Wind
23-136,Meta MOFE MCA1 0400-0117208,38.9716689,-95.2352501,2024-01-09 18:00:00,High Wind
23-137,HAYS HIGH SCHOOL,38.8709941,-99.2921255,2024-01-05 06:00:00,Snow
23-137,HAYS HIGH SCHOOL,38.8709941,-99.2921255,2024-01-05 09:00:00,Snow
23-137,HAYS HIGH SCHOOL,38.8709941,-99.2921255,2024-01-05 12:00:00,Snow
23-137,HAYS HIGH SCHOOL,38.8709941,-99.2921255,2024-01-05 15:00:00,good weather
23-137,HAYS HIGH SCHOOL,38.8709941,-99.2921255,2024-01-05 18:00:00,good weather
23-137,HAYS HIGH SCHOOL,38.8709941,-99.2921255,2024-01-06 06:00:00,good weather
23-137,HAYS HIGH SCHOOL,38.8709941,-99.2921255,2024-01-06 09:00:00,good weather
23-137,HAYS HIGH SCHOOL,38.8709941,-99.2921255,2024-01-06 12:00:00,good weather
23-137,HAYS HIGH SCHOOL,38.8709941,-99.2921255,2024-01-06 15:00:00,good weather
23-137,HAYS HIGH SCHOOL,38.8709941,-99.2921255,2024-01-06 18:00:00,good weather
23-137,HAYS HIGH SCHOOL,38.8709941,-99.2921255,2024-01-07 06:00:00,good weather
23-137,HAYS HIGH SCHOOL,38.8709941,-99.2921255,2024-01-07 09:00:00,good weather
23-137,HAYS HIGH SCHOOL,38.8709941,-99.2921255,2024-01-07 12:00:00,good weather
23-137,HAYS HIGH SCHOOL,38.8709941,-99.2921255,2024-01-07 15:00:00,good weather
23-137,HAYS HIGH SCHOOL,38.8709941,-99.2921255,2024-01-07 18:00:00,High Wind
23-137,HAYS HIGH SCHOOL,38.8709941,-99.2921255,2024-01-08 06:00:00,Rain
23-137,HAYS HIGH SCHOOL,38.8709941,-99.2921255,2024-01-08 09:00:00,Snow
23-137,HAYS HIGH SCHOOL,38.8709941,-99.2921255,2024-01-08 12:00:00,Snow
23-137,HAYS HIGH SCHOOL,38.8709941,-99.2921255,2024-01-08 15:00:00,Snow
23-137,HAYS HIGH SCHOOL,38.8709941,-99.2921255,2024-01-08 18:00:00,Snow
23-137,HAYS HIGH SCHOOL,38.8709941,-99.2921255,2024-01-09 06:00:00,High Wind
23-137,HAYS HIGH SCHOOL,38.8709941,-99.2921255,2024-01-09 09:00:00,High Wind
23-137,HAYS HIGH SCHOOL,38.8709941,-99.2921255,2024-01-09 12:00:00,High Wind
23-137,HAYS HIGH SCHOOL,38.8709941,-99.2921255,2024-01-09 15:00:00,good weather
23-137,HAYS HIGH SCHOOL,38.8709941,-99.2921255,2024-01-09 18:00:00,good weather
23-138,HME ERECTION 23-137 HAYS HIGH SCHOOL,38.8709941,-99.2921255,2024-01-05 06:00:00,Snow
23-138,HME ERECTION 23-137 HAYS HIGH SCHOOL,38.8709941,-99.2921255,2024-01-05 09:00:00,Snow
23-138,HME ERECTION 23-137 HAYS HIGH SCHOOL,38.8709941,-99.2921255,2024-01-05 12:00:00,Snow
23-138,HME ERECTION 23-137 HAYS HIGH SCHOOL,38.8709941,-99.2921255,2024-01-05 15:00:00,good weather
23-138,HME ERECTION 23-137 HAYS HIGH SCHOOL,38.8709941,-99.2921255,2024-01-05 18:00:00,good weather
23-138,HME ERECTION 23-137 HAYS HIGH SCHOOL,38.8709941,-99.2921255,2024-01-06 06:00:00,good weather
23-138,HME ERECTION 23-137 HAYS HIGH SCHOOL,38.8709941,-99.2921255,2024-01-06 09:00:00,good weather
23-138,HME ERECTION 23-137 HAYS HIGH SCHOOL,38.8709941,-99.2921255,2024-01-06 12:00:00,good weather
23-138,HME ERECTION 23-137 HAYS HIGH SCHOOL,38.8709941,-99.2921255,2024-01-06 15:00:00,good weather
23-138,HME ERECTION 23-137 HAYS HIGH SCHOOL,38.8709941,-99.2921255,2024-01-06 18:00:00,good weather
23-138,HME ERECTION 23-137 HAYS HIGH SCHOOL,38.8709941,-99.2921255,2024-01-07 06:00:00,good weather
23-138,HME ERECTION 23-137 HAYS HIGH SCHOOL,38.8709941,-99.2921255,2024-01-07 09:00:00,good weather
23-138,HME ERECTION 23-137 HAYS HIGH SCHOOL,38.8709941,-99.2921255,2024-01-07 12:00:00,good weather
23-138,HME ERECTION 23-137 HAYS HIGH SCHOOL,38.8709941,-99.2921255,2024-01-07 15:00:00,good weather
23-138,HME ERECTION 23-137 HAYS HIGH SCHOOL,38.8709941,-99.2921255,2024-01-07 18:00:00,High Wind
23-138,HME ERECTION 23-137 HAYS HIGH SCHOOL,38.8709941,-99.2921255,2024-01-08 06:00:00,Rain
23-138,HME ERECTION 23-137 HAYS HIGH SCHOOL,38.8709941,-99.2921255,2024-01-08 09:00:00,Snow
23-138,HME ERECTION 23-137 HAYS HIGH SCHOOL,38.8709941,-99.2921255,2024-01-08 12:00:00,Snow
23-138,HME ERECTION 23-137 HAYS HIGH SCHOOL,38.8709941,-99.2921255,2024-01-08 15:00:00,Snow
23-138,HME ERECTION 23-137 HAYS HIGH SCHOOL,38.8709941,-99.2921255,2024-01-08 18:00:00,Snow
23-138,HME ERECTION 23-137 HAYS HIGH SCHOOL,38.8709941,-99.2921255,2024-01-09 06:00:00,High Wind
23-138,HME ERECTION 23-137 HAYS HIGH SCHOOL,38.8709941,-99.2921255,2024-01-09 09:00:00,High Wind
23-138,HME ERECTION 23-137 HAYS HIGH SCHOOL,38.8709941,-99.2921255,2024-01-09 12:00:00,High Wind
23-138,HME ERECTION 23-137 HAYS HIGH SCHOOL,38.8709941,-99.2921255,2024-01-09 15:00:00,good weather
23-138,HME ERECTION 23-137 HAYS HIGH SCHOOL,38.8709941,-99.2921255,2024-01-09 18:00:00,good weather
23-141,KU Chalmers Hall Metal Shop Renovation,38.9579558,-95.2507475,2024-01-05 06:00:00,good weather
23-141,KU Chalmers Hall Metal Shop Renovation,38.9579558,-95.2507475,2024-01-05 09:00:00,Snow
23-141,KU Chalmers Hall Metal Shop Renovation,38.9579558,-95.2507475,2024-01-05 12:00:00,Snow
23-141,KU Chalmers Hall Metal Shop Renovation,38.9579558,-95.2507475,2024-01-05 15:00:00,Snow
23-141,KU Chalmers Hall Metal Shop Renovation,38.9579558,-95.2507475,2024-01-05 18:00:00,Snow
23-141,KU Chalmers Hall Metal Shop Renovation,38.9579558,-95.2507475,2024-01-06 06:00:00,good weather
23-141,KU Chalmers Hall Metal Shop Renovation,38.9579558,-95.2507475,2024-01-06 09:00:00,good weather
23-141,KU Chalmers Hall Metal Shop Renovation,38.9579558,-95.2507475,2024-01-06 12:00:00,good weather
23-141,KU Chalmers Hall Metal Shop Renovation,38.9579558,-95.2507475,2024-01-06 15:00:00,good weather
23-141,KU Chalmers Hall Metal Shop Renovation,38.9579558,-95.2507475,2024-01-06 18:00:00,good weather
23-141,KU Chalmers Hall Metal Shop Renovation,38.9579558,-95.2507475,2024-01-07 06:00:00,good weather
23-141,KU Chalmers Hall Metal Shop Renovation,38.9579558,-95.2507475,2024-01-07 09:00:00,good weather
23-141,KU Chalmers Hall Metal Shop Renovation,38.9579558,-95.2507475,2024-01-07 12:00:00,good weather
23-141,KU Chalmers Hall Metal Shop Renovation,38.9579558,-95.2507475,2024-01-07 15:00:00,good weather
23-141,KU Chalmers Hall Metal Shop Renovation,38.9579558,-95.2507475,2024-01-07 18:00:00,good weather
23-141,KU Chalmers Hall Metal Shop Renovation,38.9579558,-95.2507475,2024-01-08 06:00:00,good weather
23-141,KU Chalmers Hall Metal Shop Renovation,38.9579558,-95.2507475,2024-01-08 09:00:00,High Wind
23-141,KU Chalmers Hall Metal Shop Renovation,38.9579558,-95.2507475,2024-01-08 12:00:00,Rain
23-141,KU Chalmers Hall Metal Shop Renovation,38.9579558,-95.2507475,2024-01-08 15:00:00,Snow
23-141,KU Chalmers Hall Metal Shop Renovation,38.9579558,-95.2507475,2024-01-08 18:00:00,Snow
23-141,KU Chalmers Hall Metal Shop Renovation,38.9579558,-95.2507475,2024-01-09 06:00:00,Snow
23-141,KU Chalmers Hall Metal Shop Renovation,38.9579558,-95.2507475,2024-01-09 09:00:00,High Wind
23-141,KU Chalmers Hall Metal Shop Renovation,38.9579558,-95.2507475,2024-01-09 12:00:00,High Wind
23-141,KU Chalmers Hall Metal Shop Renovation,38.9579558,-95.2507475,2024-01-09 15:00:00,High Wind
23-141,KU Chalmers Hall Metal Shop Renovation,38.9579558,-95.2507475,2024-01-09 18:00:00,High Wind
23-142,TSCPL Loading Dock & Approach Renovation,39.0512656,-95.6962171,2024-01-05 06:00:00,good weather
23-142,TSCPL Loading Dock & Approach Renovation,39.0512656,-95.6962171,2024-01-05 09:00:00,good weather
23-142,TSCPL Loading Dock & Approach Renovation,39.0512656,-95.6962171,2024-01-05 12:00:00,Snow
23-142,TSCPL Loading Dock & Approach Renovation,39.0512656,-95.6962171,2024-01-05 15:00:00,Snow
23-142,TSCPL Loading Dock & Approach Renovation,39.0512656,-95.6962171,2024-01-05 18:00:00,Snow
23-142,TSCPL Loading Dock & Approach Renovation,39.0512656,-95.6962171,2024-01-06 06:00:00,good weather
23-142,TSCPL Loading Dock & Approach Renovation,39.0512656,-95.6962171,2024-01-06 09:00:00,good weather
23-142,TSCPL Loading Dock & Approach Renovation,39.0512656,-95.6962171,2024-01-06 12:00:00,good weather
23-142,TSCPL Loading Dock & Approach Renovation,39.0512656,-95.6962171,2024-01-06 15:00:00,good weather
23-142,TSCPL Loading Dock & Approach Renovation,39.0512656,-95.6962171,2024-01-06 18:00:00,good weather
23-142,TSCPL Loading Dock & Approach Renovation,39.0512656,-95.6962171,2024-01-07 06:00:00,good weather
23-142,TSCPL Loading Dock & Approach Renovation,39.0512656,-95.6962171,2024-01-07 09:00:00,good weather
23-142,TSCPL Loading Dock & Approach Renovation,39.0512656,-95.6962171,2024-01-07 12:00:00,good weather
23-142,TSCPL Loading Dock & Approach Renovation,39.0512656,-95.6962171,2024-01-07 15:00:00,good weather
23-142,TSCPL Loading Dock & Approach Renovation,39.0512656,-95.6962171,2024-01-07 18:00:00,good weather
23-142,TSCPL Loading Dock & Approach Renovation,39.0512656,-95.6962171,2024-01-08 06:00:00,good weather
23-142,TSCPL Loading Dock & Approach Renovation,39.0512656,-95.6962171,2024-01-08 09:00:00,High Wind
23-142,TSCPL Loading Dock & Approach Renovation,39.0512656,-95.6962171,2024-01-08 12:00:00,Snow
23-142,TSCPL Loading Dock & Approach Renovation,39.0512656,-95.6962171,2024-01-08 15:00:00,Snow
23-142,TSCPL Loading Dock & Approach Renovation,39.0512656,-95.6962171,2024-01-08 18:00:00,Snow
23-142,TSCPL Loading Dock & Approach Renovation,39.0512656,-95.6962171,2024-01-09 06:00:00,Snow
23-142,TSCPL Loading Dock & Approach Renovation,39.0512656,-95.6962171,2024-01-09 09:00:00,High Wind
23-142,TSCPL Loading Dock & Approach Renovation,39.0512656,-95.6962171,2024-01-09 12:00:00,High Wind
23-142,TSCPL Loading Dock & Approach Renovation,39.0512656,-95.6962171,2024-01-09 15:00:00,High Wind
23-142,TSCPL Loading Dock & Approach Renovation,39.0512656,-95.6962171,2024-01-09 18:00:00,High Wind
23-143,Sioux City WWTP - UV Disinfection,42.4537024,-96.37551669999999,2024-01-05 06:00:00,good weather
23-143,Sioux City WWTP - UV Disinfection,42.4537024,-96.37551669999999,2024-01-05 09:00:00,good weather
23-143,Sioux City WWTP - UV Disinfection,42.4537024,-96.37551669999999,2024-01-05 12:00:00,good weather
23-143,Sioux City WWTP - UV Disinfection,42.4537024,-96.37551669999999,2024-01-05 15:00:00,good weather
23-143,Sioux City WWTP - UV Disinfection,42.4537024,-96.37551669999999,2024-01-05 18:00:00,good weather
23-143,Sioux City WWTP - UV Disinfection,42.4537024,-96.37551669999999,2024-01-06 06:00:00,Snow
23-143,Sioux City WWTP - UV Disinfection,42.4537024,-96.37551669999999,2024-01-06 09:00:00,good weather
23-143,Sioux City WWTP - UV Disinfection,42.4537024,-96.37551669999999,2024-01-06 12:00:00,good weather
23-143,Sioux City WWTP - UV Disinfection,42.4537024,-96.37551669999999,2024-01-06 15:00:00,good weather
23-143,Sioux City WWTP - UV Disinfection,42.4537024,-96.37551669999999,2024-01-06 18:00:00,good weather
23-143,Sioux City WWTP - UV Disinfection,42.4537024,-96.37551669999999,2024-01-07 06:00:00,Extreme Low Temperature
23-143,Sioux City WWTP - UV Disinfection,42.4537024,-96.37551669999999,2024-01-07 09:00:00,Extreme Low Temperature
23-143,Sioux City WWTP - UV Disinfection,42.4537024,-96.37551669999999,2024-01-07 12:00:00,good weather
23-143,Sioux City WWTP - UV Disinfection,42.4537024,-96.37551669999999,2024-01-07 15:00:00,good weather
23-143,Sioux City WWTP - UV Disinfection,42.4537024,-96.37551669999999,2024-01-07 18:00:00,Extreme Low Temperature
23-143,Sioux City WWTP - UV Disinfection,42.4537024,-96.37551669999999,2024-01-08 06:00:00,good weather
23-143,Sioux City WWTP - UV Disinfection,42.4537024,-96.37551669999999,2024-01-08 09:00:00,good weather
23-143,Sioux City WWTP - UV Disinfection,42.4537024,-96.37551669999999,2024-01-08 12:00:00,good weather
23-143,Sioux City WWTP - UV Disinfection,42.4537024,-96.37551669999999,2024-01-08 15:00:00,Snow
23-143,Sioux City WWTP - UV Disinfection,42.4537024,-96.37551669999999,2024-01-08 18:00:00,Snow
23-143,Sioux City WWTP - UV Disinfection,42.4537024,-96.37551669999999,2024-01-09 06:00:00,Snow
23-143,Sioux City WWTP - UV Disinfection,42.4537024,-96.37551669999999,2024-01-09 09:00:00,Snow
23-143,Sioux City WWTP - UV Disinfection,42.4537024,-96.37551669999999,2024-01-09 12:00:00,good weather
23-143,Sioux City WWTP - UV Disinfection,42.4537024,-96.37551669999999,2024-01-09 15:00:00,good weather
23-143,Sioux City WWTP - UV Disinfection,42.4537024,-96.37551669999999,2024-01-09 18:00:00,good weather
23-144,2396 PCWRA STAIRS LANDINGS & HANDRAILS,39.3722121,-104.8560902,2024-01-05 06:00:00,good weather
23-144,2396 PCWRA STAIRS LANDINGS & HANDRAILS,39.3722121,-104.8560902,2024-01-05 09:00:00,good weather
23-144,2396 PCWRA STAIRS LANDINGS & HANDRAILS,39.3722121,-104.8560902,2024-01-05 12:00:00,good weather
23-144,2396 PCWRA STAIRS LANDINGS & HANDRAILS,39.3722121,-104.8560902,2024-01-05 15:00:00,good weather
23-144,2396 PCWRA STAIRS LANDINGS & HANDRAILS,39.3722121,-104.8560902,2024-01-05 18:00:00,good weather
23-144,2396 PCWRA STAIRS LANDINGS & HANDRAILS,39.3722121,-104.8560902,2024-01-06 06:00:00,Snow
23-144,2396 PCWRA STAIRS LANDINGS & HANDRAILS,39.3722121,-104.8560902,2024-01-06 09:00:00,Snow
23-144,2396 PCWRA STAIRS LANDINGS & HANDRAILS,39.3722121,-104.8560902,2024-01-06 12:00:00,good weather
23-144,2396 PCWRA STAIRS LANDINGS & HANDRAILS,39.3722121,-104.8560902,2024-01-06 15:00:00,good weather
23-144,2396 PCWRA STAIRS LANDINGS & HANDRAILS,39.3722121,-104.8560902,2024-01-06 18:00:00,good weather
23-144,2396 PCWRA STAIRS LANDINGS & HANDRAILS,39.3722121,-104.8560902,2024-01-07 06:00:00,good weather
23-144,2396 PCWRA STAIRS LANDINGS & HANDRAILS,39.3722121,-104.8560902,2024-01-07 09:00:00,good weather
23-144,2396 PCWRA STAIRS LANDINGS & HANDRAILS,39.3722121,-104.8560902,2024-01-07 12:00:00,good weather
23-144,2396 PCWRA STAIRS LANDINGS & HANDRAILS,39.3722121,-104.8560902,2024-01-07 15:00:00,good weather
23-144,2396 PCWRA STAIRS LANDINGS & HANDRAILS,39.3722121,-104.8560902,2024-01-07 18:00:00,good weather
23-144,2396 PCWRA STAIRS LANDINGS & HANDRAILS,39.3722121,-104.8560902,2024-01-08 06:00:00,Snow
23-144,2396 PCWRA STAIRS LANDINGS & HANDRAILS,39.3722121,-104.8560902,2024-01-08 09:00:00,Snow
23-144,2396 PCWRA STAIRS LANDINGS & HANDRAILS,39.3722121,-104.8560902,2024-01-08 12:00:00,Snow
23-144,2396 PCWRA STAIRS LANDINGS & HANDRAILS,39.3722121,-104.8560902,2024-01-08 15:00:00,Snow
23-144,2396 PCWRA STAIRS LANDINGS & HANDRAILS,39.3722121,-104.8560902,2024-01-08 18:00:00,Extreme Low Temperature
23-144,2396 PCWRA STAIRS LANDINGS & HANDRAILS,39.3722121,-104.8560902,2024-01-09 06:00:00,Extreme Low Temperature
23-144,2396 PCWRA STAIRS LANDINGS & HANDRAILS,39.3722121,-104.8560902,2024-01-09 09:00:00,Extreme Low Temperature
23-144,2396 PCWRA STAIRS LANDINGS & HANDRAILS,39.3722121,-104.8560902,2024-01-09 12:00:00,good weather
23-144,2396 PCWRA STAIRS LANDINGS & HANDRAILS,39.3722121,-104.8560902,2024-01-09 15:00:00,good weather
23-144,2396 PCWRA STAIRS LANDINGS & HANDRAILS,39.3722121,-104.8560902,2024-01-09 18:00:00,good weather
23-146,RWD #4 Pipe Support,39.1048548,-95.75030679999999,2024-01-05 06:00:00,good weather
23-146,RWD #4 Pipe Support,39.1048548,-95.75030679999999,2024-01-05 09:00:00,good weather
23-146,RWD #4 Pipe Support,39.1048548,-95.75030679999999,2024-01-05 12:00:00,Snow
23-146,RWD #4 Pipe Support,39.1048548,-95.75030679999999,2024-01-05 15:00:00,Snow
23-146,RWD #4 Pipe Support,39.1048548,-95.75030679999999,2024-01-05 18:00:00,Snow
23-146,RWD #4 Pipe Support,39.1048548,-95.75030679999999,2024-01-06 06:00:00,good weather
23-146,RWD #4 Pipe Support,39.1048548,-95.75030679999999,2024-01-06 09:00:00,good weather
23-146,RWD #4 Pipe Support,39.1048548,-95.75030679999999,2024-01-06 12:00:00,good weather
23-146,RWD #4 Pipe Support,39.1048548,-95.75030679999999,2024-01-06 15:00:00,good weather
23-146,RWD #4 Pipe Support,39.1048548,-95.75030679999999,2024-01-06 18:00:00,good weather
23-146,RWD #4 Pipe Support,39.1048548,-95.75030679999999,2024-01-07 06:00:00,good weather
23-146,RWD #4 Pipe Support,39.1048548,-95.75030679999999,2024-01-07 09:00:00,good weather
23-146,RWD #4 Pipe Support,39.1048548,-95.75030679999999,2024-01-07 12:00:00,good weather
23-146,RWD #4 Pipe Support,39.1048548,-95.75030679999999,2024-01-07 15:00:00,good weather
23-146,RWD #4 Pipe Support,39.1048548,-95.75030679999999,2024-01-07 18:00:00,good weather
23-146,RWD #4 Pipe Support,39.1048548,-95.75030679999999,2024-01-08 06:00:00,good weather
23-146,RWD #4 Pipe Support,39.1048548,-95.75030679999999,2024-01-08 09:00:00,Snow
23-146,RWD #4 Pipe Support,39.1048548,-95.75030679999999,2024-01-08 12:00:00,Snow
23-146,RWD #4 Pipe Support,39.1048548,-95.75030679999999,2024-01-08 15:00:00,Snow
23-146,RWD #4 Pipe Support,39.1048548,-95.75030679999999,2024-01-08 18:00:00,Snow
23-146,RWD #4 Pipe Support,39.1048548,-95.75030679999999,2024-01-09 06:00:00,good weather
23-146,RWD #4 Pipe Support,39.1048548,-95.75030679999999,2024-01-09 09:00:00,High Wind
23-146,RWD #4 Pipe Support,39.1048548,-95.75030679999999,2024-01-09 12:00:00,High Wind
23-146,RWD #4 Pipe Support,39.1048548,-95.75030679999999,2024-01-09 15:00:00,High Wind
23-146,RWD #4 Pipe Support,39.1048548,-95.75030679999999,2024-01-09 18:00:00,High Wind
23-147,KSU Waters Hall 1st Floor South Wing Renovation,39.18360819999999,-96.57166939999999,2024-01-05 06:00:00,good weather
23-147,KSU Waters Hall 1st Floor South Wing Renovation,39.18360819999999,-96.57166939999999,2024-01-05 09:00:00,good weather
23-147,KSU Waters Hall 1st Floor South Wing Renovation,39.18360819999999,-96.57166939999999,2024-01-05 12:00:00,Snow
23-147,KSU Waters Hall 1st Floor South Wing Renovation,39.18360819999999,-96.57166939999999,2024-01-05 15:00:00,Snow
23-147,KSU Waters Hall 1st Floor South Wing Renovation,39.18360819999999,-96.57166939999999,2024-01-05 18:00:00,Snow
23-147,KSU Waters Hall 1st Floor South Wing Renovation,39.18360819999999,-96.57166939999999,2024-01-06 06:00:00,good weather
23-147,KSU Waters Hall 1st Floor South Wing Renovation,39.18360819999999,-96.57166939999999,2024-01-06 09:00:00,good weather
23-147,KSU Waters Hall 1st Floor South Wing Renovation,39.18360819999999,-96.57166939999999,2024-01-06 12:00:00,good weather
23-147,KSU Waters Hall 1st Floor South Wing Renovation,39.18360819999999,-96.57166939999999,2024-01-06 15:00:00,good weather
